ts,equity
2024-04-02T04:00:00,100000.0
2024-04-03T04:00:00,100000.0
2024-04-04T04:00:00,100000.0
2024-04-05T04:00:00,100000.0
2024-04-08T04:00:00,100000.0
2024-04-09T04:00:00,100000.0
2024-04-10T04:00:00,100000.0
2024-04-11T04:00:00,100000.0
2024-04-12T04:00:00,100000.0
2024-04-15T04:00:00,100000.0
2024-04-16T04:00:00,100000.0
2024-04-17T04:00:00,100000.0
2024-04-18T04:00:00,100000.0
2024-04-19T04:00:00,100000.0
2024-04-22T04:00:00,100000.0
2024-04-23T04:00:00,100000.0
2024-04-24T04:00:00,100000.0
2024-04-25T04:00:00,100000.0
2024-04-26T04:00:00,99878.21001991567
2024-04-29T04:00:00,99532.23101553644
2024-04-30T04:00:00,99405.37043152229
2024-05-01T04:00:00,99602.1103523028
2024-05-02T04:00:00,99452.9029170579
2024-05-03T04:00:00,99057.63869960478
2024-05-06T04:00:00,99322.86480118586
2024-05-07T04:00:00,99180.34819355508
2024-05-08T04:00:00,99189.44826638687
2024-05-09T04:00:00,99124.91123173172
2024-05-10T04:00:00,99273.09979278383
2024-05-13T04:00:00,99058.21851001504
2024-05-14T04:00:00,99059.42727433082
2024-05-15T04:00:00,99082.81339409064
2024-05-16T04:00:00,98992.59736674133
2024-05-17T04:00:00,98992.59736674133
2024-05-20T04:00:00,98992.59736674133
2024-05-21T04:00:00,98992.59736674133
2024-05-22T04:00:00,98992.59736674133
2024-05-23T04:00:00,98992.59736674133
2024-05-24T04:00:00,98992.59736674133
2024-05-28T04:00:00,98992.59736674133
2024-05-29T04:00:00,98992.59736674133
2024-05-30T04:00:00,98992.59736674133
2024-05-31T04:00:00,98992.59736674133
2024-06-03T04:00:00,98992.59736674133
2024-06-04T04:00:00,98992.59736674133
2024-06-05T04:00:00,98992.59736674133
2024-06-06T04:00:00,98992.59736674133
2024-06-07T04:00:00,98992.59736674133
2024-06-10T04:00:00,98992.59736674133
2024-06-11T04:00:00,98992.59736674133
2024-06-12T04:00:00,98992.59736674133
2024-06-13T04:00:00,98992.59736674133
2024-06-14T04:00:00,98992.59736674133
2024-06-17T04:00:00,98992.59736674133
2024-06-18T04:00:00,98992.59736674133
2024-06-20T04:00:00,98992.59736674133
2024-06-21T04:00:00,98992.59736674133
2024-06-24T04:00:00,98992.59736674133
2024-06-25T04:00:00,98992.59736674133
2024-06-26T04:00:00,98992.59736674133
2024-06-27T04:00:00,98992.59736674133
2024-06-28T04:00:00,98992.59736674133
2024-07-01T04:00:00,98992.59736674133
2024-07-02T04:00:00,98992.59736674133
2024-07-03T04:00:00,98992.59736674133
2024-07-05T04:00:00,98992.59736674133
2024-07-08T04:00:00,98992.59736674133
2024-07-09T04:00:00,98992.59736674133
2024-07-10T04:00:00,98992.59736674133
2024-07-11T04:00:00,98992.59736674133
2024-07-12T04:00:00,98992.59736674133
2024-07-15T04:00:00,98992.59736674133
2024-07-16T04:00:00,98992.59736674133
2024-07-17T04:00:00,99024.45205563997
2024-07-18T04:00:00,99158.11774587848
2024-07-19T04:00:00,99078.79468826762
2024-07-22T04:00:00,99225.77317719375
2024-07-23T04:00:00,99223.16663786514
2024-07-24T04:00:00,99144.76660240756
2024-07-25T04:00:00,98953.28832282926
2024-07-26T04:00:00,99088.0272238793
2024-07-29T04:00:00,99108.81177045501
2024-07-30T04:00:00,98998.32139547568
2024-07-31T04:00:00,98752.11502661888
2024-08-01T04:00:00,98886.22495111781
2024-08-02T04:00:00,98626.08858420794
2024-08-05T04:00:00,98786.21942243815
2024-08-06T04:00:00,98975.89814608231
2024-08-07T04:00:00,98836.35827924791
2024-08-08T04:00:00,98780.50703443756
2024-08-09T04:00:00,98728.04930295127
2024-08-12T04:00:00,98689.67738089622
2024-08-13T04:00:00,98689.35768348086
2024-08-14T04:00:00,98734.13925019228
2024-08-15T04:00:00,98697.60993579007
2024-08-16T04:00:00,98581.80389459507
2024-08-19T04:00:00,98657.91557167904
2024-08-20T04:00:00,98704.77771215368
2024-08-21T04:00:00,98674.34322996104
2024-08-22T04:00:00,98674.34322996104
2024-08-23T04:00:00,98674.34322996104
2024-08-26T04:00:00,98674.34322996104
2024-08-27T04:00:00,98674.34322996104
2024-08-28T04:00:00,98674.34322996104
2024-08-29T04:00:00,98674.34322996104
2024-08-30T04:00:00,98674.34322996104
2024-09-03T04:00:00,98674.34322996104
2024-09-04T04:00:00,98674.34322996104
2024-09-05T04:00:00,98674.34322996104
2024-09-06T04:00:00,98674.34322996104
2024-09-09T04:00:00,98674.34322996104
2024-09-10T04:00:00,98674.34322996104
2024-09-11T04:00:00,98674.34322996104
2024-09-12T04:00:00,98674.34322996104
2024-09-13T04:00:00,98500.13794405946
2024-09-16T04:00:00,98206.11394691521
2024-09-17T04:00:00,98137.6621299813
2024-09-18T04:00:00,98414.01613971243
2024-09-19T04:00:00,98594.82816214545
2024-09-20T04:00:00,98645.17594317997
2024-09-23T04:00:00,98609.13025093236
2024-09-24T04:00:00,98751.30410143637
2024-09-25T04:00:00,98637.53493467938
2024-09-26T04:00:00,98707.75772279526
2024-09-27T04:00:00,98797.09572307061
2024-09-30T04:00:00,98879.02747846229
2024-10-01T04:00:00,98879.02747846229
2024-10-02T04:00:00,98879.02747846229
2024-10-03T04:00:00,98879.02747846229
2024-10-04T04:00:00,98879.02747846229
2024-10-07T04:00:00,98879.02747846229
2024-10-08T04:00:00,98879.02747846229
2024-10-09T04:00:00,98879.02747846229
2024-10-10T04:00:00,98879.02747846229
2024-10-11T04:00:00,98879.02747846229
2024-10-14T04:00:00,98879.02747846229
2024-10-15T04:00:00,98879.02747846229
2024-10-16T04:00:00,98879.02747846229
2024-10-17T04:00:00,98879.02747846229
2024-10-18T04:00:00,98879.02747846229
2024-10-21T04:00:00,98879.02747846229
2024-10-22T04:00:00,98879.02747846229
2024-10-23T04:00:00,98879.02747846229
2024-10-24T04:00:00,98879.02747846229
2024-10-25T04:00:00,98879.02747846229
2024-10-28T04:00:00,98879.02747846229
2024-10-29T04:00:00,98879.02747846229
2024-10-30T04:00:00,98879.02747846229
2024-10-31T04:00:00,98879.02747846229
2024-11-01T04:00:00,98879.02747846229
2024-11-04T05:00:00,98879.02747846229
2024-11-05T05:00:00,98879.02747846229
2024-11-06T05:00:00,98879.02747846229
2024-11-07T05:00:00,98879.02747846229
2024-11-08T05:00:00,98879.02747846229
2024-11-11T05:00:00,98879.02747846229
2024-11-12T05:00:00,98879.02747846229
2024-11-13T05:00:00,98879.02747846229
2024-11-14T05:00:00,98879.02747846229
2024-11-15T05:00:00,98879.02747846229
2024-11-18T05:00:00,98879.02747846229
2024-11-19T05:00:00,98879.02747846229
2024-11-20T05:00:00,98879.02747846229
2024-11-21T05:00:00,98879.02747846229
2024-11-22T05:00:00,98879.02747846229
2024-11-25T05:00:00,98879.02747846229
2024-11-26T05:00:00,98879.02747846229
2024-11-27T05:00:00,98879.02747846229
2024-11-29T05:00:00,98879.02747846229
2024-12-02T05:00:00,98879.02747846229
2024-12-03T05:00:00,98879.02747846229
2024-12-04T05:00:00,98879.02747846229
2024-12-05T05:00:00,98879.02747846229
2024-12-06T05:00:00,98879.02747846229
2024-12-09T05:00:00,98879.02747846229
2024-12-10T05:00:00,98879.02747846229
2024-12-11T05:00:00,98879.02747846229
2024-12-12T05:00:00,98879.02747846229
2024-12-13T05:00:00,98879.02747846229
2024-12-16T05:00:00,98879.02747846229
2024-12-17T05:00:00,98879.02747846229
2024-12-18T05:00:00,98879.02747846229
2024-12-19T05:00:00,98879.02747846229
2024-12-20T05:00:00,98879.02747846229
2024-12-23T05:00:00,98879.02747846229
2024-12-24T05:00:00,98879.02747846229
2024-12-26T05:00:00,98879.02747846229
2024-12-27T05:00:00,98879.02747846229
2024-12-30T05:00:00,98837.34769574195
2024-12-31T05:00:00,98829.7602008688
2025-01-02T05:00:00,99021.70180192073
2025-01-03T05:00:00,99153.08457816082
2025-01-06T05:00:00,99193.6834836635
2025-01-07T05:00:00,99175.67643066206
2025-01-08T05:00:00,99207.65092804543
2025-01-10T05:00:00,99307.91050642406
